indicatorcode#indicatorname#topiccode1#topicname1#topiccode2#topicname2#topiccode3#topicname3#topiccode4#topicname4#topiccode5#topicname5
IN.HLTH.GOVHOSPTL.PER100K#Government Hospitals (Number) Per 100,000 Population###########7687#0# _api_read ,   page(7687)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.HLTH.HIVDEATH.EST#HIV AIDS Related Death Estimates###########7688#0# _api_read ,   page(7688)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.LABR.LFPR.TOTL.HSCNDRY#LFPR per 1000 for ages 15+ Rural and Urban: Level Hr. Secondary###########7717#0# _api_read ,   page(7717)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.LABR.LFPR.TOTL.MIDDL#LFPR per 1000 for ages 15+ Rural and Urban: Level Middle###########7718#0# _api_read ,   page(7718)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.LABR.LFPR.TOTL.NOTLITRT#LFPR per 1000 for ages 15+ Rural and Urban: Level Not Literate###########7719#0# _api_read ,   page(7719)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.LABR.LFPR.TOTL.PG#LFPR per 1000 for ages 15+ Rural and Urban: Level Degree + Post Graduate###########7720#0# _api_read ,   page(7720)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.LABR.LFPR.TOTL.PRIMRY#LFPR per 1000 for ages 15+ Rural and Urban: Level Literacy upto Primary###########7721#0# _api_read ,   page(7721)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.LABR.LFPR.TOTL.SCNDRY#LFPR per 1000 for ages 15+ Rural and Urban: Level Secondary###########7722#0# _api_read ,   page(7722)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.POV.ASSETS.LANDMOBILE.PCT#Households with telephones (Landline and Mobile, %)###########7723#0# _api_read ,   page(7723)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.POV.HCR.EST.RURL#Poverty HCR Estimates (%) - Rural###########7724#0# _api_read ,   page(7724)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.POV.HCR.EST.TOTL#Poverty HCR Estimates (%) - Total###########7725#0# _api_read ,   page(7725)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.POV.HCR.EST.URBN#Poverty HCR Estimates (%) - Urban###########7726#0# _api_read ,   page(7726)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.POV.HH.ASSETS.COMP.INTERNET.PCT#Households having computer laptops (w Internet, %)###########7727#0# _api_read ,   page(7727)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.POV.HH.ASSETS.COMP.NOINTERNET.PCT#Households having computer laptops (w o Internet, %)###########7728#0# _api_read ,   page(7728)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.POV.HH.ASSETS.COMPUTERS.PCT#Households having computer laptops (%)###########7729#0# _api_read ,   page(7729)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.POV.HH.ASSETS.LANDLINEPHONE.PCT#Households with telephones (Landline, %)###########7730#0# _api_read ,   page(7730)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.POV.HH.ASSETS.MOBILEPHONE.PCT#Households with telephones (Mobile, %)###########7731#0# _api_read ,   page(7731)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.POV.HH.ASSETS.NUM#Households with assets (Number)###########7732#0# _api_read ,   page(7732)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.POV.HH.ASSETS.PHONE.PCT#Households with telephones (%)###########7733#0# _api_read ,   page(7733)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.POV.HH.DRKNGWATER#Total households with drinking water facility###########7734#0# _api_read ,   page(7734)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.POV.HH.DRKNGWATER.AWAY#Availability of drinking water from a source away###########7735#0# _api_read ,   page(7735)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.POV.HH.DRKNGWATER.NEAR#Availability of drinking water source near the premises###########7736#0# _api_read ,   page(7736)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.POV.HH.DRKNGWATER.WITHIN#Availability of drinking water source within the premises###########7737#0# _api_read ,   page(7737)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.POV.HH.DRNKNGWATER.RURL.PCT#Households Access to Safe Drinking Water - Rural (%)###########7738#0# _api_read ,   page(7738)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.POV.HH.DRNKNGWATER.TOTL.PCT#Households Access to Safe Drinking Water - Total (%)###########7739#0# _api_read ,   page(7739)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.POV.HH.DRNKNGWATER.URBN.PCT#Households Access to Safe Drinking Water - Urban (%)###########7740#0# _api_read ,   page(7740)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.POV.HH.SLUMS.NUM#Households in Slums (Number)###########7741#0# _api_read ,   page(7741)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.POV.HOUSNG.URBN.NUM#Urban housing - approved (number, cumulative total)###########7742#0# _api_read ,   page(7742)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.POV.INF.MORTRATE#Infant Mortality Rate (per 1,000)###########7743#0# _api_read ,   page(7743)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.POV.INF.MORTRATE.UNDR5#Under 5 Mortality Rate (Per 1,000)###########7744#0# _api_read ,   page(7744)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.POV.LIT.RAT.FEMALE#Literacy Rate Female (%)###########7745#0# _api_read ,   page(7745)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.POV.LIT.RAT.MALE#Literacy Rate Male (%)###########7746#0# _api_read ,   page(7746)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.POV.LIT.RAT.RURL#Literacy rate, Rural (%)###########7747#0# _api_read ,   page(7747)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.POV.LIT.RAT.SLUMS.FEMALE.PCT#Literacy Rate in Slums-Female (%)###########7748#0# _api_read ,   page(7748)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.POV.LIT.RAT.SLUMS.MALE.PCT#Literacy Rate in Slums - Male (%)###########7749#0# _api_read ,   page(7749)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.POV.LIT.RAT.SLUMS.TOTL.PCT#Literacy Rate in Slums  - Total (%)###########7750#0# _api_read ,   page(7750)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.POV.LIT.RAT.TOTL#Literacy Rate (%)###########7751#0# _api_read ,   page(7751)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.POV.LIT.RAT.URBN#Literacy rate, Urban (%)###########7752#0# _api_read ,   page(7752)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.POV.LTRIN.POV.AWAY#Latrine not available within premises###########7753#0# _api_read ,   page(7753)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.POV.LTRIN.POV.WITHIN#Latrine facility available within premises###########7754#0# _api_read ,   page(7754)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.POV.MIGRNTS.5TO9YEARS.NUM#Migrants, Total: 5 to 9 years  residence (Number)###########7755#0# _api_read ,   page(7755)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.POV.MIGRNTS.FEMALE.1TO4YEARS.NUM#Migrants, Female 1 to 4 years  residence (Number)###########7756#0# _api_read ,   page(7756)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.POV.MIGRNTS.FEMALE.5TO9YEARS.NUM#Migrants, Female: 5 to 9 years  residence (Number)###########7757#0# _api_read ,   page(7757)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.POV.MIGRNTS.FEMALE.NUM#Migrants - Female (Number)###########7758#0# _api_read ,   page(7758)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.POV.MIGRNTS.FEMALE.UNDER1YEAR.NUM#Migrants, Female: less than 1 Year  residence (Number)###########7759#0# _api_read ,   page(7759)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.POV.MIGRNTS.MALE.1TO4YEARS.NUM#Migrants, Male: 1 to 4 years  residence (Number)###########7760#0# _api_read ,   page(7760)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.POV.MIGRNTS.MALE.5TO9YEARS.NUM#Migrants, Male: 5 to 9 years  residence (Number)###########7761#0# _api_read ,   page(7761)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.POV.MIGRNTS.MALE.NUM#Migrants - Male (Number)###########7762#0# _api_read ,   page(7762)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.POV.MIGRNTS.MALE.UNDER1YEAR.NUM#Migrants, Male: less than 1 Year  residence (Number)###########7763#0# _api_read ,   page(7763)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.POV.MIGRNTS.TOTL.1TO4YEARS.NUM#Migrants, Total: 1 to 4 years  residence (Number)###########7764#0# _api_read ,   page(7764)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.POV.MIGRNTS.TOTL.NUM#Migrants, Total (Number)###########7765#0# _api_read ,   page(7765)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.POV.MIGRNTS.TOTL.UNDER1YEAR.NUM#Migrants, Total: less than 1 Year  residence (Number)###########7766#0# _api_read ,   page(7766)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.POV.SLUM.POP.FEMALE.NUM#Total Slum Population - Female (Number)###########7767#0# _api_read ,   page(7767)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.POV.SLUM.POP.MALE.NUM#Total Slum Population - Male (Number)###########7768#0# _api_read ,   page(7768)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.POV.SLUM.POP.TOTL.NUM#Total Slum Population (Number)###########7769#0# _api_read ,   page(7769)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.POV.WORKERS.SLUMS.FEMALE.NUM#Total Workers in Slums - Female (Number)###########7770#0# _api_read ,   page(7770)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.POV.WORKERS.SLUMS.MALE.NUM#Total Workers in Slums - Male (Number)###########7771#0# _api_read ,   page(7771)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.POV.WORKERS.SLUMS.TOTL.NUM#Total Workers in Slums (Number)###########7772#0# _api_read ,   page(7772)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.TRANSPORT.NATLHWY.BELOWSTD#National Highways (surfaced length) - Below standard single lane (KMs)###########7773#0# _api_read ,   page(7773)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.TRANSPORT.NATLHWY.DBLLANE#National Highways (surfaced length) - Standard double lane (KMs)###########7774#0# _api_read ,   page(7774)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.TRANSPORT.NATLHWY.MULTLANE#National Highways (surfaced length) - Standard multi lane (KMs)###########7775#0# _api_read ,   page(7775)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.TRANSPORT.NATLHWY.ONELANESTD#National Highways (surfaced length) - Standard single lane (KMs)###########7776#0# _api_read ,   page(7776)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.TRANSPORT.NATLHWY.TOTL#National Highways (surfaced length) - Total (KMs)###########7777#0# _api_read ,   page(7777)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.TRANSPORT.RD.URBN#Urban Roads (KMs)###########7778#0# _api_read ,   page(7778)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.TRANSPORT.RD.URBN.BTCC.SURFACE#Urban Roads,  B.T C.C surface (KMs)###########7779#0# _api_read ,   page(7779)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.TRANSPORT.RD.URBN.SURFACED#Urban Roads Surfaced (KMs)###########7780#0# _api_read ,   page(7780)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.TRANSPORT.RD.URBN.WBM.SURFACE#Urban Roads, W.B.M. surface (KMs)###########7781#0# _api_read ,   page(7781)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.TRANSPORT.RDCRASH.INJURD.NUM#Number of seriously injured in road traffic crashes###########7782#0# _api_read ,   page(7782)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.TRANSPORT.RDCRASH.NUM#Number of road crashes###########7783#0# _api_read ,   page(7783)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.TRANSPORT.RURLRD.DENSIT#Rural Road Density (KMs 1000 Population)###########7784#0# _api_read ,   page(7784)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.TRANSPORT.TRAFDEATH.NUM#Number of road traffic deaths###########7785#0# _api_read ,   page(7785)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.TRANSPORT.URBNRD.DENSIT#Urban Road Density (KMs Per 1000 Population)###########7786#0# _api_read ,   page(7786)    per_page(1)     list parameter( indicator?id name topic?id )   
IP.IDS.NRCT#Industrial design applications, nonresident, by count#9#Infrastructure#########7787#0# _api_read ,   page(7787)    per_page(1)     list parameter( indicator?id name topic?id )   
IP.IDS.RSCT#Industrial design applications, resident, by count#9#Infrastructure#########7788#0# _api_read ,   page(7788)    per_page(1)     list parameter( indicator?id name topic?id )   
IP.JRN.ARTC.SC#Scientific and technical journal articles#14#Science and Technology#########7789#0# _api_read ,   page(7789)    per_page(1)     list parameter( indicator?id name topic?id )   
IP.PAT.NRES#Patent applications, nonresidents#14#Science and Technology#########7790#0# _api_read ,   page(7790)    per_page(1)     list parameter( indicator?id name topic?id )   
IP.PAT.RESD#Patent applications, residents#14#Science and Technology#########7791#0# _api_read ,   page(7791)    per_page(1)     list parameter( indicator?id name topic?id )   
IP.TMK.AGGD#Trademark applications, aggregate direct#14#Science and Technology#########7792#0# _api_read ,   page(7792)    per_page(1)     list parameter( indicator?id name topic?id )   
IP.TMK.MDRD#Trademark applications, Madrid#14#Science and Technology#########7793#0# _api_read ,   page(7793)    per_page(1)     list parameter( indicator?id name topic?id )   
IP.TMK.NRCT#Trademark applications, nonresident, by count#9#Infrastructure#########7794#0# _api_read ,   page(7794)    per_page(1)     list parameter( indicator?id name topic?id )   
IP.TMK.NRES#Trademark applications, direct nonresident#14#Science and Technology#########7795#0# _api_read ,   page(7795)    per_page(1)     list parameter( indicator?id name topic?id )   
IP.TMK.RESD#Trademark applications, direct resident#14#Science and Technology#########7796#0# _api_read ,   page(7796)    per_page(1)     list parameter( indicator?id name topic?id )   
IP.TMK.RSCT#Trademark applications, resident, by count#9#Infrastructure#########7797#0# _api_read ,   page(7797)    per_page(1)     list parameter( indicator?id name topic?id )   
IP.TMK.TOTL#Trademark applications, total#14#Science and Technology#########7798#0# _api_read ,   page(7798)    per_page(1)     list parameter( indicator?id name topic?id )   
IPTOTNSKD#Industrial Production, constant US$#14#Science and Technology#########7799#0# _api_read ,   page(7799)    per_page(1)     list parameter( indicator?id name topic?id )   
IPTOTSAKD#Industrial Production, constant US$, seas. adj.#14#Science and Technology#########7800#0# _api_read ,   page(7800)    per_page(1)     list parameter( indicator?id name topic?id )   
IQ.CPA.BREG.XQ#CPIA business regulatory environment rating (1=low to 6=high)#13#Public Sector#########7801#0# _api_read ,   page(7801)    per_page(1)     list parameter( indicator?id name topic?id )   
IQ.CPA.DEBT.XQ#CPIA debt policy rating (1=low to 6=high)#13#Public Sector#########7802#0# _api_read ,   page(7802)    per_page(1)     list parameter( indicator?id name topic?id )   
IQ.CPA.ECON.XQ#CPIA economic management cluster average (1=low to 6=high)#13#Public Sector#########7803#0# _api_read ,   page(7803)    per_page(1)     list parameter( indicator?id name topic?id )   
IQ.CPA.ENVR.XQ#CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)#13#Public Sector#########7804#0# _api_read ,   page(7804)    per_page(1)     list parameter( indicator?id name topic?id )   
IQ.CPA.FINQ.XQ#CPIA quality of budgetary and financial management rating (1=low to 6=high)#13#Public Sector#########7805#0# _api_read ,   page(7805)    per_page(1)     list parameter( indicator?id name topic?id )   
IQ.CPA.FINS.XQ#CPIA financial sector rating (1=low to 6=high)#13#Public Sector#########7806#0# _api_read ,   page(7806)    per_page(1)     list parameter( indicator?id name topic?id )   
IQ.CPA.FISP.XQ#CPIA fiscal policy rating (1=low to 6=high)#13#Public Sector#########7807#0# _api_read ,   page(7807)    per_page(1)     list parameter( indicator?id name topic?id )   
IQ.CPA.GNDR.XQ#CPIA gender equality rating (1=low to 6=high)#13#Public Sector#########7808#0# _api_read ,   page(7808)    per_page(1)     list parameter( indicator?id name topic?id )   
IQ.CPA.HRES.XQ#CPIA building human resources rating (1=low to 6=high)#13#Public Sector#########7809#0# _api_read ,   page(7809)    per_page(1)     list parameter( indicator?id name topic?id )   
IQ.CPA.IRAI.XQ#IDA resource allocation index (1=low to 6=high)#13#Public Sector#########7810#0# _api_read ,   page(7810)    per_page(1)     list parameter( indicator?id name topic?id )   
IQ.CPA.MACR.XQ#CPIA macroeconomic management rating (1=low to 6=high)#13#Public Sector#########7811#0# _api_read ,   page(7811)    per_page(1)     list parameter( indicator?id name topic?id )   
IQ.CPA.PADM.XQ#CPIA quality of public administration rating (1=low to 6=high)#13#Public Sector#########7812#0# _api_read ,   page(7812)    per_page(1)     list parameter( indicator?id name topic?id )   
IQ.CPA.PRES.XQ#CPIA equity of public resource use rating (1=low to 6=high)#13#Public Sector#########7813#0# _api_read ,   page(7813)    per_page(1)     list parameter( indicator?id name topic?id )   
IQ.CPA.PROP.XQ#CPIA property rights and rule-based governance rating (1=low to 6=high)#13#Public Sector#########7814#0# _api_read ,   page(7814)    per_page(1)     list parameter( indicator?id name topic?id )   
IQ.CPA.PROT.XQ#CPIA social protection rating (1=low to 6=high)#13#Public Sector#########7815#0# _api_read ,   page(7815)    per_page(1)     list parameter( indicator?id name topic?id )   
IQ.CPA.PUBS.XQ#CPIA public sector management and institutions cluster average (1=low to 6=high)#19#Climate Change#13#Public Sector#######7816#0# _api_read ,   page(7816)    per_page(1)     list parameter( indicator?id name topic?id )   
IQ.CPA.REVN.XQ#CPIA efficiency of revenue mobilization rating (1=low to 6=high)#13#Public Sector#13#Public Sector#######7817#0# _api_read ,   page(7817)    per_page(1)     list parameter( indicator?id name topic?id )   
IQ.CPA.SOCI.XQ#CPIA policies for social inclusion equity cluster average (1=low to 6=high)#13#Public Sector#13#Public Sector#######7818#0# _api_read ,   page(7818)    per_page(1)     list parameter( indicator?id name topic?id )   
IQ.CPA.STRC.XQ#CPIA structural policies cluster average (1=low to 6=high)#13#Public Sector#13#Public Sector#######7819#0# _api_read ,   page(7819)    per_page(1)     list parameter( indicator?id name topic?id )   
IQ.CPA.TRAD.XQ#CPIA trade rating (1=low to 6=high)#13#Public Sector#13#Public Sector#######7820#0# _api_read ,   page(7820)    per_page(1)     list parameter( indicator?id name topic?id )   
IQ.CPA.TRAN.XQ#CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)#13#Public Sector#13#Public Sector#######7821#0# _api_read ,   page(7821)    per_page(1)     list parameter( indicator?id name topic?id )   
IQ.ICR.RISK.XQ#ICRG composite risk rating (0=highest risk to 100=lowest)#13#Public Sector#13#Public Sector#######7822#0# _api_read ,   page(7822)    per_page(1)     list parameter( indicator?id name topic?id )   
IQ.PPN.REGQ.S0#Assessment of country’s adherence to the best regulatory practices at the preparation stage of PPP project (scale 1-100)#13#Public Sector#13#Public Sector#######7823#0# _api_read ,   page(7823)    per_page(1)     list parameter( indicator?id name topic?id )   
IQ.PPN.REGQ.S1#Assessment of country’s adherence to the best regulatory practices at the procurement stage of PPP project (scale 1-100)#13#Public Sector#13#Public Sector#######7824#0# _api_read ,   page(7824)    per_page(1)     list parameter( indicator?id name topic?id )   
IQ.PPN.REGQ.S2#Assessment of country’s adherence to the best regulatory practices at the management stage of PPP project (scale 1-100)#13#Public Sector#13#Public Sector#######7825#0# _api_read ,   page(7825)    per_page(1)     list parameter( indicator?id name topic?id )   
IQ.PPN.REGQ.S3#Assessment of country’s adherence to the best regulatory practices, procurement of unsolicited proposals (scale 1-100)#13#Public Sector#13#Public Sector#######7826#0# _api_read ,   page(7826)    per_page(1)     list parameter( indicator?id name topic?id )   
IQ.SCI.MTHD#Methodology assessment of statistical capacity (scale 0 - 100)#13#Public Sector#13#Public Sector#######7827#0# _api_read ,   page(7827)    per_page(1)     list parameter( indicator?id name topic?id )   
IQ.SCI.OVRL#Statistical Capacity score (Overall average)#13#Public Sector#13#Public Sector#######7828#0# _api_read ,   page(7828)    per_page(1)     list parameter( indicator?id name topic?id )   
IQ.SCI.PRDC#Periodicity and timeliness assessment of statistical capacity (scale 0 - 100)#13#Public Sector#13#Public Sector#######7829#0# _api_read ,   page(7829)    per_page(1)     list parameter( indicator?id name topic?id )   
IQ.SCI.SRCE#Source data assessment of statistical capacity (scale 0 - 100)#13#Public Sector#13#Public Sector#######7830#0# _api_read ,   page(7830)    per_page(1)     list parameter( indicator?id name topic?id )   
IQ.WEF.CUST.XQ#Burden of customs procedure, WEF (1=extremely inefficient to 7=extremely efficient)#12#Private Sector#13#Public Sector#######7831#0# _api_read ,   page(7831)    per_page(1)     list parameter( indicator?id name topic?id )   
IQ.WEF.PORT.XQ#Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)#9#Infrastructure#13#Public Sector#######7832#0# _api_read ,   page(7832)    per_page(1)     list parameter( indicator?id name topic?id )   
IS.AIR.DPRT#Air transport, registered carrier departures worldwide#9#Infrastructure#13#Public Sector#######7833#0# _api_read ,   page(7833)    per_page(1)     list parameter( indicator?id name topic?id )   
IS.AIR.DPRT.P3#Aircraft departures (thousands)#9#Infrastructure#13#Public Sector#######7834#0# _api_read ,   page(7834)    per_page(1)     list parameter( indicator?id name topic?id )   
IS.AIR.GOOD.MT.K1#Air transport, freight (million ton-km)#9#Infrastructure#13#Public Sector#######7835#0# _api_read ,   page(7835)    per_page(1)     list parameter( indicator?id name topic?id )   
IS.AIR.PSGR#Air transport, passengers carried#9#Infrastructure#13#Public Sector#######7836#0# _api_read ,   page(7836)    per_page(1)     list parameter( indicator?id name topic?id )   
IS.AIR.PSGR.P3#Air transport, passengers carried (thousands)#9#Infrastructure#13#Public Sector#######7837#0# _api_read ,   page(7837)    per_page(1)     list parameter( indicator?id name topic?id )   
IS.ROD.ALLS.ZS#Access to an all-season road (% of rural population)#9#Infrastructure#13#Public Sector#######7838#0# _api_read ,   page(7838)    per_page(1)     list parameter( indicator?id name topic?id )   
IS.ROD.DESL.KT#Road sector diesel fuel consumption (kt of oil equivalent)#9#Infrastructure#13#Public Sector#######7839#0# _api_read ,   page(7839)    per_page(1)     list parameter( indicator?id name topic?id )   
IS.ROD.DESL.PC#Road sector diesel fuel consumption per capita (kg of oil equivalent)#9#Infrastructure#13#Public Sector#######7840#0# _api_read ,   page(7840)    per_page(1)     list parameter( indicator?id name topic?id )   
